"","Date","mean","sum_com","week_day","week_day_add","day_to_pred"
"285",2021-11-04,-0.858365384615385,52,"Donnerstag",0,2021-11-04
"286",2021-11-05,0.136026355509114,87,"Freitag",0,2021-11-05
"287",2021-11-06,-0.19047619047619,7,"Samstag",2,2021-11-08
"288",2021-11-07,0.524356481481482,36,"Sonntag",1,2021-11-08
"289",2021-11-08,-0.0210678210678211,58,"Montag",0,2021-11-08
"290",2021-11-09,0.243703703703704,90,"Dienstag",0,2021-11-09
"291",2021-11-10,0.3875,20,"Mittwoch",0,2021-11-10
"292",2021-11-11,0.408687943262411,47,"Donnerstag",0,2021-11-11
"293",2021-11-12,-0.82260101010101,24,"Freitag",0,2021-11-12
"294",2021-11-13,0.335714285714286,7,"Samstag",2,2021-11-15
"295",2021-11-14,-0.492767857142857,28,"Sonntag",1,2021-11-15
"296",2021-11-15,-0.734679487179487,39,"Montag",0,2021-11-15
"297",2021-11-16,0.271645021645022,66,"Dienstag",0,2021-11-16
"298",2021-11-17,0.412242063492064,56,"Mittwoch",0,2021-11-17
"299",2021-11-18,0.247339194937234,60,"Donnerstag",0,2021-11-18
"300",2021-11-19,0.545848988633915,91,"Freitag",0,2021-11-19
"301",2021-11-20,0.413791666666667,28,"Samstag",2,2021-11-22
"302",2021-11-21,0.555555555555556,9,"Sonntag",1,2021-11-22
"303",2021-11-22,-1.91808406647116,31,"Montag",0,2021-11-22
"304",2021-11-23,0.477791394335512,51,"Dienstag",0,2021-11-23
"305",2021-11-24,0.258055555555556,30,"Mittwoch",0,2021-11-24
"306",2021-11-25,0.446111111111111,20,"Donnerstag",0,2021-11-25
"307",2021-11-26,-0.278853754940711,23,"Freitag",0,2021-11-26
"308",2021-11-27,0.223333333333333,25,"Samstag",2,2021-11-29
"309",2021-11-28,0.583333333333333,3,"Sonntag",1,2021-11-29
"310",2021-11-29,0.166666666666667,9,"Montag",0,2021-11-29
"311",2021-11-30,0.366363636363636,22,"Dienstag",0,2021-11-30
"312",2021-12-01,0.71525,40,"Mittwoch",0,2021-12-01
"313",2021-12-02,0.268939393939394,11,"Donnerstag",0,2021-12-02
"314",2021-12-03,0.178125,32,"Freitag",0,2021-12-03
"315",2021-12-04,0.310261904761905,30,"Samstag",2,2021-12-06
"316",2021-12-05,0.333405172413793,29,"Sonntag",1,2021-12-06
"317",2021-12-06,0.412962962962963,27,"Montag",0,2021-12-06
"318",2021-12-07,0.291666666666667,16,"Dienstag",0,2021-12-07
"319",2021-12-08,0.488095238095238,28,"Mittwoch",0,2021-12-08
"320",2021-12-09,0.422972972972973,37,"Donnerstag",0,2021-12-09
"321",2021-12-10,0.640540540540541,37,"Freitag",0,2021-12-10
"322",2021-12-11,0.140263157894737,38,"Samstag",2,2021-12-13
"323",2021-12-17,14.7994833981212,3,"Freitag",0,2021-12-17
